GLEntryNumber,GLPostingDate,JobNumber,Amount,GLAccountNumber,ExpenseType
43672,9/4/2016,1077,360.0000,4000,General Labor
43673,9/4/2016,3000,22402.1900,4000,General Labor
43674,9/4/2016,3001,33411.0600,4000,General Labor
43675,9/4/2016,3003,1845.2800,4000,General Labor
43676,9/4/2016,3004,901.7000,4000,General Labor
43677,9/4/2016,3005,48.3000,4000,General Labor
43678,9/4/2016,3006,544.9900,4000,General Labor
43679,9/4/2016,3008,7250.5800,4000,General Labor
43680,9/4/2016,3012,8732.8000,4000,General Labor
43681,9/4/2016,3015,644.0000,4000,General Labor
43682,9/4/2016,3016,4697.0800,4000,General Labor
43683,9/4/2016,3017,1052.5900,4000,General Labor
43684,9/4/2016,3020,48.3000,4000,General Labor
43685,9/4/2016,3022,66.0000,4000,General Labor
43686,9/4/2016,3025,5782.1000,4000,General Labor
43687,9/4/2016,3027,8922.8900,4000,General Labor
43688,9/4/2016,3029,2872.4300,4000,General Labor
43689,9/4/2016,3031,1523.2000,4000,General Labor
43690,9/4/2016,3033,3431.1400,4000,General Labor
43691,9/4/2016,3034,481.5000,4000,General Labor
43692,9/4/2016,3036,253.4200,4000,General Labor
43693,9/4/2016,3037,5999.0500,4000,General Labor
43694,9/4/2016,3038,5275.0600,4000,General Labor
43695,9/4/2016,3039,378.0000,4000,General Labor
43696,9/4/2016,3040,4035.3100,4000,General Labor
43697,9/4/2016,3042,1210.9800,4000,General Labor
43698,9/4/2016,3043,739.4400,4000,General Labor
43699,9/4/2016,3045,20216.9100,4000,General Labor
43700,9/4/2016,3046,1647.0100,4000,General Labor
43701,9/4/2016,4035,386.4000,4000,General Labor
43702,9/4/2016,4037,735.7500,4000,General Labor
43703,9/4/2016,4040,1631.8400,4000,General Labor
43704,9/4/2016,5000,1384.7600,4000,General Labor
43705,9/4/2016,5011,9425.1600,4000,General Labor
43706,9/4/2016,6008,1160.0000,4000,General Labor
43707,9/4/2016,6026,128.0000,4000,General Labor
43708,9/4/2016,7001,1696.4400,4000,General Labor
43709,9/4/2016,7002,520.5200,4000,General Labor
43710,9/4/2016,7003,1866.3000,4000,General Labor
43711,9/4/2016,7006,144.0000,4000,General Labor
43712,9/4/2016,7009,1280.0000,4000,General Labor
43713,9/4/2016,8006,256.0000,4000,General Labor
43714,9/4/2016,8007,128.0000,4000,General Labor
43715,9/4/2016,8009,256.0000,4000,General Labor
43716,9/4/2016,8013,128.0000,4000,General Labor
43717,9/4/2016,8030,64.0000,4000,General Labor
43718,9/4/2016,8031,64.0000,4000,General Labor
43719,9/4/2016,9003,459.0000,4000,General Labor
43720,9/4/2016,901057,184.3800,4000,General Labor
43721,9/4/2016,901058,36.0000,4000,General Labor
43722,9/4/2016,903000,1298.1900,4000,General Labor
43723,9/4/2016,903001,1205.1600,4000,General Labor
43724,9/4/2016,906008,40.0000,4000,General Labor
44257,9/4/2016,3024,1440.0000,4000,General Labor
44191,9/4/2016,1003,2838.0600,4000,General Labor
44192,9/4/2016,3000,1009.8700,4000,General Labor
44193,9/4/2016,3001,537.3000,4000,General Labor
44194,9/4/2016,3025,485.7400,4000,General Labor
44195,9/4/2016,3040,25.5000,4000,General Labor
44196,9/4/2016,4044,33.8000,4000,General Labor
44197,9/4/2016,903000,289.0800,4000,General Labor
44904,9/4/2016,1066,153.1800,4000,General Labor
44905,9/4/2016,1071,94.5000,4000,General Labor
44906,9/4/2016,3001,216.0000,4000,General Labor
44907,9/4/2016,3039,189.0000,4000,General Labor
45851,9/4/2016,1003,595.2100,4000,General Labor
45852,9/4/2016,1057,141.5700,4000,General Labor
45854,9/4/2016,1003,67.6000,4000,General Labor
44346,9/4/2016,1003,751.5800,4000,General Labor
47361,9/4/2016,1057,141.5700,4000,General Labor
43725,9/4/2016,1003,31.7500,4001,Overtime
43726,9/4/2016,1025,0.3000,4001,Overtime
43727,9/4/2016,1033,5.5900,4001,Overtime
43728,9/4/2016,1034,1.1500,4001,Overtime
43729,9/4/2016,1055,4.9100,4001,Overtime
43730,9/4/2016,1058,17.0100,4001,Overtime
43731,9/4/2016,1061,121.7600,4001,Overtime
43732,9/4/2016,1066,141.5500,4001,Overtime
43733,9/4/2016,1071,34.4400,4001,Overtime
43734,9/4/2016,3000,141.2200,4001,Overtime
43735,9/4/2016,3001,261.1600,4001,Overtime
43736,9/4/2016,3003,4.2300,4001,Overtime
43737,9/4/2016,3004,18.0500,4001,Overtime
43738,9/4/2016,3008,12.0100,4001,Overtime
43739,9/4/2016,3012,9.6800,4001,Overtime
43740,9/4/2016,3016,8.7000,4001,Overtime
43741,9/4/2016,3025,3.2400,4001,Overtime
43742,9/4/2016,3027,53.3500,4001,Overtime
43743,9/4/2016,3029,52.8500,4001,Overtime
43744,9/4/2016,3031,48.9500,4001,Overtime
43745,9/4/2016,3033,44.3800,4001,Overtime
43746,9/4/2016,3037,6.7000,4001,Overtime
43747,9/4/2016,3038,39.0000,4001,Overtime
43748,9/4/2016,3040,19.2200,4001,Overtime
43749,9/4/2016,3042,18.9000,4001,Overtime
43750,9/4/2016,3045,129.1500,4001,Overtime
43751,9/4/2016,3046,2.1000,4001,Overtime
43752,9/4/2016,4037,7.8800,4001,Overtime
43753,9/4/2016,5000,24.3900,4001,Overtime
43754,9/4/2016,5011,167.3000,4001,Overtime
43755,9/4/2016,7001,69.9300,4001,Overtime
43756,9/4/2016,7002,31.6200,4001,Overtime
43757,9/4/2016,7003,515.3900,4001,Overtime
43758,9/4/2016,903000,32.8500,4001,Overtime
43759,9/4/2016,906008,20.0000,4001,Overtime
43760,9/4/2016,3012,400.0000,4005,Vacation Labor
44902,9/4/2016,1051,250.0000,4005,Vacation Labor
44258,9/4/2016,4500,11615.3900,4010,Other
44264,9/4/2016,4500,32.8800,4205,Vehicle Gas & Oil
43778,9/4/2016,2003,27.5400,4205,Vehicle Gas & Oil
66757,9/4/2016,4500,28.6100,4205,Vehicle Gas & Oil
66754,9/4/2016,4500,1280.9600,4210,Vehicleleasing Operation
66755,9/4/2016,4500,597.0000,4220,Vehicle Insurance
44265,9/4/2016,4500,273.2600,4235,Vehicle Reimbursement
44272,9/4/2016,3024,89.2800,4275,FICA
44909,9/4/2016,1051,15.5000,4275,FICA
44910,9/4/2016,1066,9.4900,4275,FICA
44911,9/4/2016,1071,5.8600,4275,FICA
44912,9/4/2016,3001,13.3900,4275,FICA
44913,9/4/2016,3039,11.7200,4275,FICA
44206,9/4/2016,1003,175.9500,4275,FICA
44207,9/4/2016,3000,62.6000,4275,FICA
44208,9/4/2016,3001,33.3200,4275,FICA
44209,9/4/2016,3025,30.1100,4275,FICA
44210,9/4/2016,3040,1.5800,4275,FICA
44211,9/4/2016,4044,2.1000,4275,FICA
44212,9/4/2016,903000,17.9200,4275,FICA
43614,9/4/2016,5013,147.4800,4275,FICA
43615,9/4/2016,5014,702.9900,4275,FICA
43800,9/4/2016,1003,317.7700,4275,FICA
43801,9/4/2016,1012,32.5500,4275,FICA
43802,9/4/2016,1025,42.2100,4275,FICA
43803,9/4/2016,1027,10.4000,4275,FICA
43804,9/4/2016,1032,57.4400,4275,FICA
43805,9/4/2016,1033,153.1100,4275,FICA
43806,9/4/2016,1034,42.2800,4275,FICA
43807,9/4/2016,1035,22.3200,4275,FICA
43808,9/4/2016,1037,13.8200,4275,FICA
43809,9/4/2016,1041,33.8500,4275,FICA
43810,9/4/2016,1051,114.2800,4275,FICA
43811,9/4/2016,1053,121.5700,4275,FICA
43812,9/4/2016,1055,14.6900,4275,FICA
43813,9/4/2016,1056,23.4300,4275,FICA
43814,9/4/2016,1057,117.6100,4275,FICA
43815,9/4/2016,1058,150.1500,4275,FICA
43816,9/4/2016,1060,46.8800,4275,FICA
43817,9/4/2016,1061,118.2800,4275,FICA
43818,9/4/2016,1065,19.3700,4275,FICA
43819,9/4/2016,1066,334.6200,4275,FICA
43820,9/4/2016,1067,3.7400,4275,FICA
43821,9/4/2016,1068,16.4200,4275,FICA
43822,9/4/2016,1069,23.3100,4275,FICA
43823,9/4/2016,1070,11.0900,4275,FICA
43824,9/4/2016,1071,31.0100,4275,FICA
43825,9/4/2016,1072,20.6400,4275,FICA
43826,9/4/2016,1073,2.0200,4275,FICA
43827,9/4/2016,1074,10.1900,4275,FICA
43828,9/4/2016,1075,7.8000,4275,FICA
43829,9/4/2016,1076,5.9500,4275,FICA
43830,9/4/2016,1077,22.3200,4275,FICA
43831,9/4/2016,3000,1397.6800,4275,FICA
43832,9/4/2016,3001,2087.5700,4275,FICA
43833,9/4/2016,3003,114.6700,4275,FICA
43834,9/4/2016,3004,57.0200,4275,FICA
43835,9/4/2016,3005,2.9900,4275,FICA
43836,9/4/2016,3006,33.7900,4275,FICA
43837,9/4/2016,3008,450.2800,4275,FICA
43838,9/4/2016,3012,566.8200,4275,FICA
43839,9/4/2016,3015,39.9300,4275,FICA
43840,9/4/2016,3016,297.9400,4275,FICA
43841,9/4/2016,3017,65.2600,4275,FICA
43842,9/4/2016,3020,2.9900,4275,FICA
43843,9/4/2016,3022,4.0900,4275,FICA
43844,9/4/2016,3025,366.1900,4275,FICA
43845,9/4/2016,3027,556.5300,4275,FICA
43846,9/4/2016,3029,181.3700,4275,FICA
43847,9/4/2016,3031,97.4800,4275,FICA
43848,9/4/2016,3033,215.4700,4275,FICA
43849,9/4/2016,3034,29.8600,4275,FICA
43850,9/4/2016,3036,15.7100,4275,FICA
43851,9/4/2016,3037,378.5400,4275,FICA
43852,9/4/2016,3038,329.4500,4275,FICA
43853,9/4/2016,3039,23.4300,4275,FICA
43854,9/4/2016,3040,251.3800,4275,FICA
43855,9/4/2016,3042,76.2500,4275,FICA
43856,9/4/2016,3043,45.8500,4275,FICA
43857,9/4/2016,3045,1273.8300,4275,FICA
43858,9/4/2016,3046,102.2500,4275,FICA
43859,9/4/2016,4035,23.9500,4275,FICA
43860,9/4/2016,4037,46.1000,4275,FICA
43861,9/4/2016,4040,101.1800,4275,FICA
43862,9/4/2016,5000,87.3600,4275,FICA
43863,9/4/2016,5011,594.7300,4275,FICA
43864,9/4/2016,6008,71.9200,4275,FICA
43865,9/4/2016,6026,7.9400,4275,FICA
43866,9/4/2016,7001,109.5000,4275,FICA
43867,9/4/2016,7002,34.2400,4275,FICA
43868,9/4/2016,7003,147.6600,4275,FICA
43869,9/4/2016,7006,8.9300,4275,FICA
43870,9/4/2016,7009,79.3600,4275,FICA
43871,9/4/2016,8006,15.8700,4275,FICA
43872,9/4/2016,8007,7.9400,4275,FICA
43873,9/4/2016,8009,15.8700,4275,FICA
43874,9/4/2016,8030,3.9700,4275,FICA
43875,9/4/2016,8031,3.9600,4275,FICA
43876,9/4/2016,9003,28.4500,4275,FICA
43877,9/4/2016,901057,11.4200,4275,FICA
43878,9/4/2016,901058,2.2400,4275,FICA
43879,9/4/2016,903000,82.5400,4275,FICA
43880,9/4/2016,903001,74.7300,4275,FICA
43881,9/4/2016,906008,3.7200,4275,FICA
47363,9/4/2016,1057,8.7700,4275,FICA
44348,9/4/2016,1003,46.6000,4275,FICA
45859,9/4/2016,1003,41.1000,4275,FICA
45860,9/4/2016,1057,8.7700,4275,FICA
45861,9/4/2016,1003,9.6100,4276,Medicare Tax
45862,9/4/2016,1057,2.0600,4276,Medicare Tax
44349,9/4/2016,1003,10.9000,4276,Medicare Tax
47364,9/4/2016,1057,2.0600,4276,Medicare Tax
43882,9/4/2016,1003,74.3000,4276,Medicare Tax
43883,9/4/2016,1012,7.6200,4276,Medicare Tax
43884,9/4/2016,1025,9.8800,4276,Medicare Tax
43885,9/4/2016,1027,2.4400,4276,Medicare Tax
43886,9/4/2016,1032,13.4200,4276,Medicare Tax
43887,9/4/2016,1033,35.8100,4276,Medicare Tax
43888,9/4/2016,1034,9.8900,4276,Medicare Tax
43889,9/4/2016,1035,5.2200,4276,Medicare Tax
43890,9/4/2016,1037,3.2400,4276,Medicare Tax
43891,9/4/2016,1041,7.9100,4276,Medicare Tax
43892,9/4/2016,1051,26.7200,4276,Medicare Tax
43893,9/4/2016,1053,28.4300,4276,Medicare Tax
43894,9/4/2016,1055,3.4300,4276,Medicare Tax
43895,9/4/2016,1056,5.4800,4276,Medicare Tax
43896,9/4/2016,1057,27.5100,4276,Medicare Tax
43897,9/4/2016,1058,35.1300,4276,Medicare Tax
43898,9/4/2016,1060,10.9700,4276,Medicare Tax
43899,9/4/2016,1061,27.6700,4276,Medicare Tax
43900,9/4/2016,1065,4.5300,4276,Medicare Tax
43901,9/4/2016,1066,78.2700,4276,Medicare Tax
43902,9/4/2016,1067,0.8800,4276,Medicare Tax
43903,9/4/2016,1068,3.8400,4276,Medicare Tax
43904,9/4/2016,1069,5.4500,4276,Medicare Tax
43905,9/4/2016,1070,2.5900,4276,Medicare Tax
43906,9/4/2016,1071,7.2600,4276,Medicare Tax
43907,9/4/2016,1072,4.8200,4276,Medicare Tax
43908,9/4/2016,1073,0.4700,4276,Medicare Tax
43909,9/4/2016,1074,2.3800,4276,Medicare Tax
43910,9/4/2016,1075,1.8200,4276,Medicare Tax
43911,9/4/2016,1076,1.3900,4276,Medicare Tax
43912,9/4/2016,1077,5.2200,4276,Medicare Tax
43913,9/4/2016,3000,326.8800,4276,Medicare Tax
43914,9/4/2016,3001,488.2400,4276,Medicare Tax
43915,9/4/2016,3003,26.8300,4276,Medicare Tax
43916,9/4/2016,3004,13.3400,4276,Medicare Tax
43917,9/4/2016,3005,0.7000,4276,Medicare Tax
43918,9/4/2016,3006,7.9000,4276,Medicare Tax
43919,9/4/2016,3008,105.3200,4276,Medicare Tax
43920,9/4/2016,3012,132.5600,4276,Medicare Tax
43921,9/4/2016,3015,9.3400,4276,Medicare Tax
43922,9/4/2016,3016,69.7000,4276,Medicare Tax
43923,9/4/2016,3017,15.2600,4276,Medicare Tax
43924,9/4/2016,3020,0.7000,4276,Medicare Tax
43925,9/4/2016,3022,0.9600,4276,Medicare Tax
43926,9/4/2016,3025,85.6200,4276,Medicare Tax
43927,9/4/2016,3027,130.1600,4276,Medicare Tax
43928,9/4/2016,3029,42.4300,4276,Medicare Tax
43929,9/4/2016,3031,22.8000,4276,Medicare Tax
43930,9/4/2016,3033,50.4000,4276,Medicare Tax
43931,9/4/2016,3034,6.9800,4276,Medicare Tax
43932,9/4/2016,3036,3.6700,4276,Medicare Tax
43933,9/4/2016,3037,88.5500,4276,Medicare Tax
43934,9/4/2016,3038,77.0500,4276,Medicare Tax
43935,9/4/2016,3039,5.4800,4276,Medicare Tax
43936,9/4/2016,3040,58.8000,4276,Medicare Tax
43937,9/4/2016,3042,17.8400,4276,Medicare Tax
43938,9/4/2016,3043,10.7200,4276,Medicare Tax
43939,9/4/2016,3045,297.9400,4276,Medicare Tax
43940,9/4/2016,3046,23.8900,4276,Medicare Tax
43941,9/4/2016,4035,5.6100,4276,Medicare Tax
43942,9/4/2016,4037,10.7900,4276,Medicare Tax
43943,9/4/2016,4040,23.6700,4276,Medicare Tax
43944,9/4/2016,5000,20.4400,4276,Medicare Tax
43945,9/4/2016,5011,139.0800,4276,Medicare Tax
43946,9/4/2016,6008,16.8200,4276,Medicare Tax
43947,9/4/2016,6026,1.8600,4276,Medicare Tax
43948,9/4/2016,7001,25.5900,4276,Medicare Tax
43949,9/4/2016,7002,8.0000,4276,Medicare Tax
43950,9/4/2016,7003,34.5200,4276,Medicare Tax
43951,9/4/2016,7006,2.0900,4276,Medicare Tax
43952,9/4/2016,7009,18.5600,4276,Medicare Tax
43953,9/4/2016,8006,3.7100,4276,Medicare Tax
43954,9/4/2016,8007,1.8600,4276,Medicare Tax
43955,9/4/2016,8009,3.7100,4276,Medicare Tax
43956,9/4/2016,8030,0.9300,4276,Medicare Tax
43957,9/4/2016,8031,0.9200,4276,Medicare Tax
43958,9/4/2016,9003,6.6600,4276,Medicare Tax
43959,9/4/2016,901057,2.6700,4276,Medicare Tax
43960,9/4/2016,901058,0.5300,4276,Medicare Tax
43961,9/4/2016,903000,19.3000,4276,Medicare Tax
43962,9/4/2016,903001,17.4800,4276,Medicare Tax
43963,9/4/2016,906008,0.8700,4276,Medicare Tax
43616,9/4/2016,5013,34.5000,4276,Medicare Tax
43617,9/4/2016,5014,164.4200,4276,Medicare Tax
44213,9/4/2016,1003,41.1500,4276,Medicare Tax
44214,9/4/2016,3000,14.6300,4276,Medicare Tax
44215,9/4/2016,3001,7.7900,4276,Medicare Tax
44216,9/4/2016,3025,7.0500,4276,Medicare Tax
44217,9/4/2016,3040,0.3700,4276,Medicare Tax
44218,9/4/2016,4044,0.4900,4276,Medicare Tax
44219,9/4/2016,903000,4.1900,4276,Medicare Tax
44914,9/4/2016,1051,3.6200,4276,Medicare Tax
44915,9/4/2016,1066,2.2200,4276,Medicare Tax
44916,9/4/2016,1071,1.3700,4276,Medicare Tax
44917,9/4/2016,3001,3.1300,4276,Medicare Tax
44918,9/4/2016,3039,2.7400,4276,Medicare Tax
44273,9/4/2016,3024,20.8800,4276,Medicare Tax
44919,9/4/2016,1071,4.3200,4277,SUTA
44920,9/4/2016,3039,8.6400,4277,SUTA
44220,9/4/2016,1003,129.7000,4277,SUTA
44221,9/4/2016,3000,46.1400,4277,SUTA
44222,9/4/2016,3025,22.2000,4277,SUTA
44223,9/4/2016,3040,1.1700,4277,SUTA
44224,9/4/2016,4044,1.5400,4277,SUTA
44225,9/4/2016,903000,13.2100,4277,SUTA
43618,9/4/2016,5013,48.6000,4277,SUTA
43619,9/4/2016,5014,93.5900,4277,SUTA
43964,9/4/2016,1003,112.7100,4277,SUTA
43965,9/4/2016,1027,7.6700,4277,SUTA
43966,9/4/2016,1033,43.1300,4277,SUTA
43967,9/4/2016,1035,16.4500,4277,SUTA
43968,9/4/2016,1051,40.6700,4277,SUTA
43969,9/4/2016,1053,40.7100,4277,SUTA
43970,9/4/2016,1056,1.6500,4277,SUTA
43971,9/4/2016,1057,18.1800,4277,SUTA
43972,9/4/2016,1058,42.4000,4277,SUTA
43973,9/4/2016,1060,34.5500,4277,SUTA
43974,9/4/2016,1061,65.8900,4277,SUTA
43975,9/4/2016,1065,14.2800,4277,SUTA
43976,9/4/2016,1066,151.1800,4277,SUTA
43977,9/4/2016,1068,5.0500,4277,SUTA
43978,9/4/2016,1069,3.2900,4277,SUTA
43979,9/4/2016,1070,1.6300,4277,SUTA
43980,9/4/2016,1071,10.1700,4277,SUTA
43981,9/4/2016,1072,11.8600,4277,SUTA
43982,9/4/2016,1075,2.4700,4277,SUTA
43983,9/4/2016,1076,1.3200,4277,SUTA
43984,9/4/2016,1077,16.4500,4277,SUTA
43985,9/4/2016,3000,134.3400,4277,SUTA
43986,9/4/2016,3001,354.1000,4277,SUTA
43987,9/4/2016,3003,2.6200,4277,SUTA
43988,9/4/2016,3006,24.9100,4277,SUTA
43989,9/4/2016,3008,117.0300,4277,SUTA
43990,9/4/2016,3012,56.5900,4277,SUTA
43991,9/4/2016,3016,73.4400,4277,SUTA
43992,9/4/2016,3017,18.6400,4277,SUTA
43993,9/4/2016,3025,168.6900,4277,SUTA
43994,9/4/2016,3027,17.3300,4277,SUTA
43995,9/4/2016,3029,23.0800,4277,SUTA
43996,9/4/2016,3034,22.0000,4277,SUTA
43997,9/4/2016,3036,11.5800,4277,SUTA
43998,9/4/2016,3037,84.0700,4277,SUTA
43999,9/4/2016,3038,134.2900,4277,SUTA
44000,9/4/2016,3039,17.2700,4277,SUTA
44001,9/4/2016,3040,57.9500,4277,SUTA
44002,9/4/2016,3042,43.7500,4277,SUTA
44003,9/4/2016,3043,33.7900,4277,SUTA
44004,9/4/2016,3045,233.2400,4277,SUTA
44005,9/4/2016,3046,41.5500,4277,SUTA
44006,9/4/2016,4035,17.6600,4277,SUTA
44007,9/4/2016,4040,32.7300,4277,SUTA
44008,9/4/2016,5011,38.1700,4277,SUTA
44009,9/4/2016,6026,5.8500,4277,SUTA
44010,9/4/2016,7001,42.8300,4277,SUTA
44011,9/4/2016,7002,0.7600,4277,SUTA
44012,9/4/2016,7003,19.7200,4277,SUTA
44013,9/4/2016,7006,6.5800,4277,SUTA
44014,9/4/2016,7009,58.5000,4277,SUTA
44015,9/4/2016,8006,11.7000,4277,SUTA
44016,9/4/2016,8007,5.8500,4277,SUTA
44017,9/4/2016,8009,11.7000,4277,SUTA
44018,9/4/2016,8030,2.9300,4277,SUTA
44019,9/4/2016,8031,2.9200,4277,SUTA
44020,9/4/2016,901058,1.6400,4277,SUTA
44021,9/4/2016,903000,13.9800,4277,SUTA
44022,9/4/2016,903001,17.1700,4277,SUTA
47365,9/4/2016,1057,6.4700,4277,SUTA
44350,9/4/2016,1003,34.3500,4277,SUTA
45863,9/4/2016,1003,30.2900,4277,SUTA
45864,9/4/2016,1057,6.4700,4277,SUTA
45865,9/4/2016,1003,3.9800,4278,FUTA
45866,9/4/2016,1057,0.8500,4278,FUTA
44351,9/4/2016,1003,4.5100,4278,FUTA
47366,9/4/2016,1057,0.8500,4278,FUTA
44023,9/4/2016,1003,14.8000,4278,FUTA
44024,9/4/2016,1027,1.0100,4278,FUTA
44025,9/4/2016,1033,5.6700,4278,FUTA
44026,9/4/2016,1035,2.1600,4278,FUTA
44027,9/4/2016,1051,5.3400,4278,FUTA
44028,9/4/2016,1053,5.3500,4278,FUTA
44029,9/4/2016,1056,0.2200,4278,FUTA
44030,9/4/2016,1057,2.3900,4278,FUTA
44031,9/4/2016,1058,5.5700,4278,FUTA
44032,9/4/2016,1060,4.5300,4278,FUTA
44033,9/4/2016,1061,8.6600,4278,FUTA
44034,9/4/2016,1065,1.8700,4278,FUTA
44035,9/4/2016,1066,19.8700,4278,FUTA
44036,9/4/2016,1068,0.6600,4278,FUTA
44037,9/4/2016,1069,0.4400,4278,FUTA
44038,9/4/2016,1070,0.2200,4278,FUTA
44039,9/4/2016,1071,1.3400,4278,FUTA
44040,9/4/2016,1072,1.5700,4278,FUTA
44041,9/4/2016,1075,0.3200,4278,FUTA
44042,9/4/2016,1076,0.1700,4278,FUTA
44043,9/4/2016,1077,2.1600,4278,FUTA
44044,9/4/2016,3000,17.6400,4278,FUTA
44045,9/4/2016,3001,46.4900,4278,FUTA
44046,9/4/2016,3003,0.3400,4278,FUTA
44047,9/4/2016,3006,3.2700,4278,FUTA
44048,9/4/2016,3008,15.3600,4278,FUTA
44049,9/4/2016,3012,7.4400,4278,FUTA
44050,9/4/2016,3016,9.6400,4278,FUTA
44051,9/4/2016,3017,2.4500,4278,FUTA
44052,9/4/2016,3025,22.1400,4278,FUTA
44053,9/4/2016,3027,2.2700,4278,FUTA
44054,9/4/2016,3029,3.0300,4278,FUTA
44055,9/4/2016,3034,2.8900,4278,FUTA
44056,9/4/2016,3036,1.5200,4278,FUTA
44057,9/4/2016,3037,11.0300,4278,FUTA
44058,9/4/2016,3038,17.6300,4278,FUTA
44059,9/4/2016,3039,2.2700,4278,FUTA
44060,9/4/2016,3040,7.6100,4278,FUTA
44061,9/4/2016,3042,5.7400,4278,FUTA
44062,9/4/2016,3043,4.4400,4278,FUTA
44063,9/4/2016,3045,30.6300,4278,FUTA
44064,9/4/2016,3046,5.4300,4278,FUTA
44065,9/4/2016,4035,2.3200,4278,FUTA
44066,9/4/2016,4040,4.2900,4278,FUTA
44067,9/4/2016,5011,5.0100,4278,FUTA
44068,9/4/2016,6026,0.7700,4278,FUTA
44069,9/4/2016,7001,5.6200,4278,FUTA
44070,9/4/2016,7002,0.1000,4278,FUTA
44071,9/4/2016,7003,2.5900,4278,FUTA
44072,9/4/2016,7006,0.8600,4278,FUTA
44073,9/4/2016,7009,7.6800,4278,FUTA
44074,9/4/2016,8006,1.5400,4278,FUTA
44075,9/4/2016,8007,0.7700,4278,FUTA
44076,9/4/2016,8009,1.5400,4278,FUTA
44077,9/4/2016,8030,0.3800,4278,FUTA
44078,9/4/2016,8031,0.3700,4278,FUTA
44079,9/4/2016,901058,0.2100,4278,FUTA
44080,9/4/2016,903000,1.8400,4278,FUTA
44081,9/4/2016,903001,2.2500,4278,FUTA
43620,9/4/2016,5013,6.3800,4278,FUTA
43621,9/4/2016,5014,12.2900,4278,FUTA
44226,9/4/2016,1003,17.0300,4278,FUTA
44227,9/4/2016,3000,6.0600,4278,FUTA
44228,9/4/2016,3025,2.9100,4278,FUTA
44229,9/4/2016,3040,0.1500,4278,FUTA
44230,9/4/2016,4044,0.2000,4278,FUTA
44231,9/4/2016,903000,1.7400,4278,FUTA
44921,9/4/2016,1071,0.5700,4278,FUTA
44922,9/4/2016,3039,1.1300,4278,FUTA
44923,9/4/2016,1051,12.3900,4280,Workmans Compensation
44924,9/4/2016,1066,7.5900,4280,Workmans Compensation
44925,9/4/2016,1071,4.6800,4280,Workmans Compensation
44926,9/4/2016,3001,10.7000,4280,Workmans Compensation
44927,9/4/2016,3039,9.3600,4280,Workmans Compensation
44274,9/4/2016,3024,71.3400,4280,Workmans Compensation
44232,9/4/2016,1003,140.6100,4280,Workmans Compensation
44233,9/4/2016,3000,50.0300,4280,Workmans Compensation
44234,9/4/2016,3001,26.6200,4280,Workmans Compensation
44235,9/4/2016,3025,24.0700,4280,Workmans Compensation
44236,9/4/2016,3040,1.2600,4280,Workmans Compensation
44237,9/4/2016,4044,1.6700,4280,Workmans Compensation
44238,9/4/2016,903000,14.3200,4280,Workmans Compensation
43622,9/4/2016,5013,62.2700,4280,Workmans Compensation
43623,9/4/2016,5014,272.8900,4280,Workmans Compensation
44082,9/4/2016,1003,252.3500,4280,Workmans Compensation
44083,9/4/2016,1012,26.0100,4280,Workmans Compensation
44084,9/4/2016,1025,33.7200,4280,Workmans Compensation
44085,9/4/2016,1027,8.3200,4280,Workmans Compensation
44086,9/4/2016,1032,45.8900,4280,Workmans Compensation
44087,9/4/2016,1033,122.0700,4280,Workmans Compensation
44088,9/4/2016,1034,33.7300,4280,Workmans Compensation
44089,9/4/2016,1035,17.8400,4280,Workmans Compensation
44090,9/4/2016,1037,11.0500,4280,Workmans Compensation
44091,9/4/2016,1041,27.0500,4280,Workmans Compensation
44092,9/4/2016,1051,91.3200,4280,Workmans Compensation
44093,9/4/2016,1053,97.1400,4280,Workmans Compensation
44094,9/4/2016,1055,11.4900,4280,Workmans Compensation
44095,9/4/2016,1056,18.7200,4280,Workmans Compensation
44096,9/4/2016,1057,94.0000,4280,Workmans Compensation
44097,9/4/2016,1058,119.1400,4280,Workmans Compensation
44098,9/4/2016,1060,37.4600,4280,Workmans Compensation
